total_enthalpy,free_energy,homo,lumo,gap
-42.11122708,-41.42735457,-0.416392689,-0.24316512,0.183334222
-54.12351115,-54.69155827,-0.356049462,-0.253315283,0.131086842
-62.91368419,-63.46504686,-0.381842654,-0.233015811,0.156728983
-38.2494194,-37.31293034,-0.403743348,-0.23362367,0.158421636
-20.67806923,-20.22006926,-0.346002512,-0.230126979,0.139465502
-43.55185807,-43.49597701,-0.359071849,-0.304938968,0.096602917
-29.72608054,-23.81670467,-0.40089605,-0.229308199,0.183075326
-53.24882678,-54.16333463,-0.354126653,-0.249080676,0.122967601
-40.29207663,-39.95111818,-0.418991522,-0.336676425,0.088999467
-25.76750723,-23.0729178,-0.420671542,-0.325817508,0.090861953
-45.38079887,-45.67574923,-0.386672443,-0.305930197,0.097452287
-43.85358215,-44.02999413,-0.407867835,-0.285479534,0.132362326
-45.35403947,-45.46334102,-0.375998471,-0.240659669,0.141097672
-39.29944362,-38.28650206,-0.408002189,-0.238795624,0.15942282
-33.41852199,-32.86736492,-0.426720776,-0.325020601,0.10133283
-25.34771553,-25.43993485,-0.388343297,-0.277828988,0.117764719
-30.05546017,-26.91449676,-0.337020606,-0.168553425,0.229012233
-61.80228891,-62.03980165,-0.371055953,-0.269141274,0.107980082
-33.09173675,-31.60000149,-0.400058199,-0.203957854,0.174681419
-25.26306792,-24.41658557,-0.388721769,-0.254781128,0.136930156
-27.05654507,-26.72155445,-0.389853137,-0.282265571,0.099080484
-27.77527074,-27.48528922,-0.387017154,-0.244067753,0.139772403
-65.08541599,-65.20796441,-0.382883842,-0.234054722,0.146440557
-43.63403219,-43.81429264,-0.371798308,-0.28659167,0.103482657
-50.48663985,-50.84675707,-0.345222146,-0.21019722,0.14474436
-55.56622033,-56.19916632,-0.402082956,-0.349224356,0.066934215
-22.66217623,-22.92120012,-0.433505234,-0.290866762,0.148058452
-60.6043482,-60.89344194,-0.344632515,-0.231797207,0.126639744
-47.39740095,-47.41335912,-0.402895624,-0.345536424,0.06900931
-66.52761043,-66.83521231,-0.404789812,-0.333067133,0.081961872
-38.43506771,-38.30686474,-0.41577033,-0.269863182,0.151223163
-24.57366726,-24.36605141,-0.377108979,-0.230390869,0.151726715
-37.89446434,-38.02660335,-0.397464264,-0.326168679,0.074284463
-89.67642391,-89.50010103,-0.378051882,-0.277501987,0.09458287
-38.97972769,-40.03801096,-0.385838342,-0.286136374,0.097352148
-39.73497434,-39.32334709,-0.389984451,-0.29289182,0.092202821
-28.43924563,-28.42094304,-0.400806292,-0.280626397,0.120381168
-34.30187607,-34.07623654,-0.425609489,-0.345332584,0.086434173
-47.07860035,-45.73745751,-0.363612448,-0.233061296,0.133212898
-37.43004228,-37.69483229,-0.395997452,-0.316518187,0.095588106
-39.67723005,-39.29435083,-0.395903419,-0.298882902,0.093048177
-40.31823542,-40.44823324,-0.386070658,-0.304843832,0.078619521
-43.50501711,-42.76483327,-0.430710699,-0.312875177,0.124564026
-42.93672365,-43.36192208,-0.340388623,-0.263024279,0.092389448
-39.6920902,-39.15625947,-0.391693274,-0.294955131,0.092664571
-79.03911145,-79.41646992,-0.370699306,-0.251949148,0.121407602
-33.1608334,-33.25097592,-0.359950485,-0.264517431,0.099565481
-49.61043761,-50.25036533,-0.406172564,-0.281309177,0.122916729
-54.29831754,-54.93454698,-0.346883398,-0.244122503,0.108390299
-80.48985902,-80.39205698,-0.401820079,-0.317406558,0.081126721
-28.65194695,-29.31041023,-0.389702812,-0.32230434,0.080834455
-45.74079303,-45.94944518,-0.396369021,-0.299071387,0.100127862
-55.38397427,-55.49984935,-0.400609365,-0.310415252,0.092075257
-64.23241739,-64.53856352,-0.346317372,-0.25331894,0.099127544
-43.79596643,-44.04758968,-0.339243337,-0.26363045,0.094873543
-50.18509039,-50.56365558,-0.378813924,-0.255746228,0.120055839
-59.90491349,-60.44296287,-0.370517791,-0.249953037,0.123012048
-34.3187319,-33.67756284,-0.381872044,-0.281588741,0.093182281
-40.34488545,-40.10911902,-0.450406486,-0.328844397,0.133336385
-50.16251423,-50.50210861,-0.38173606,-0.253979417,0.124985878
-36.46930948,-37.08133659,-0.347469456,-0.241935511,0.115176919
-30.78819015,-30.52051083,-0.404456596,-0.309732481,0.098525118
-41.33532321,-41.01031529,-0.363486372,-0.292598293,0.073190098
-30.98564369,-31.1017189,-0.36223387,-0.287151598,0.073372588
-53.01171673,-53.50077763,-0.377696192,-0.24666546,0.130290725
-40.75264932,-40.60168685,-0.346278803,-0.285368714,0.072853181
-52.77769808,-53.42218431,-0.379964944,-0.252921333,0.128491266
-38.96673273,-38.99758268,-0.395964979,-0.284691613,0.106724847
-38.99131416,-38.99984862,-0.401037703,-0.284008416,0.110310064
-27.50160901,-27.62529318,-0.341718098,-0.306083838,0.063797758
-31.03563936,-31.28203343,-0.374083604,-0.278000547,0.091306108
-36.24690607,-36.20196625,-0.347846511,-0.262099591,0.108501293
-28.42723316,-28.56837465,-0.401638727,-0.271911902,0.125281275
-40.70076927,-40.0143838,-0.333391308,0.014388017,0.347586863
-27.45750828,-27.17934213,-0.408646726,-0.273036419,0.134164569
-49.24184666,-49.64251333,-0.392302944,-0.292819927,0.098964456
-34.01454392,-33.54712189,-0.389142341,-0.278045069,0.107998749
-32.22176526,-32.33129117,-0.345213717,-0.218030212,0.139382342
-24.35218878,-24.66754345,-0.411211593,-0.273129327,0.127214335
-35.62839435,-35.10525449,-0.381999758,-0.309980554,0.079550372
-30.34157572,-30.45628122,-0.35393914,-0.301299778,0.062964345
-31.89093876,-31.96271982,-0.396339485,-0.322597135,0.072484509
-49.48644435,-49.96546261,-0.386765367,-0.279260487,0.107813848
-37.38980626,-37.09873051,-0.404070322,-0.318296427,0.090767141
-80.84339407,-80.53252757,-0.361308941,-0.291628227,0.074130187
-31.27491396,-31.4611497,-0.363223066,-0.229497285,0.148632521
-26.88319707,-18.52833876,-0.368551152,-0.204697019,0.169048107
-51.1041096,-51.14358666,-0.344226196,-0.265028395,0.103284025
-34.00507594,-33.33194271,-0.381279574,-0.261931338,0.110736138
-39.05438923,-39.50294728,-0.371336414,-0.295371918,0.0815437
-22.53723886,-14.74005148,-0.418199816,-0.265694023,0.149525065
-60.70688212,-60.67436171,-0.383961087,-0.28729759,0.102320894
-45.31300134,-46.09010203,-0.348879202,-0.229658548,0.13671865
-37.52876713,-36.54293162,-0.342307635,-0.234972353,0.131015162
-49.57373433,-50.1567746,-0.360324816,-0.261833577,0.109077046
-41.26913565,-40.21595586,-0.411468852,-0.240102575,0.161903357
-62.09032626,-62.09932848,-0.381849227,-0.247640803,0.138724473
-37.42456183,-37.1217547,-0.414165058,-0.304764655,0.105182151
-30.82392821,-30.40731401,-0.40854377,-0.303528674,0.106645851
-31.33540231,-31.37326989,-0.398795319,-0.259274767,0.124915722
-40.09332206,-39.78809387,-0.39609132,-0.263853499,0.12689205
-30.71751999,-30.02830401,-0.380948931,-0.285049487,0.102535637
-39.82872534,-39.9426843,-0.382742615,-0.322095416,0.05754946
-33.66284336,-33.61923234,-0.349498394,-0.288397159,0.063607257
-26.45869633,-26.20103499,-0.402749534,-0.299469506,0.104683684
-23.23764647,-24.06360692,-0.381163318,-0.274488015,0.113702983
-23.43500022,-22.89027589,-0.393523074,-0.251205705,0.141404476
-55.94048554,-56.22269362,-0.340637395,-0.238393424,0.127088397
-40.64192735,-40.29906569,-0.342881748,-0.297925382,0.034078344
-48.42681975,-48.91782943,-0.378591732,-0.260981443,0.119493465
-44.25532636,-44.02549299,-0.405326707,-0.254379655,0.148610464
-36.7758232,-36.05689275,-0.383699747,-0.246318272,0.130967532
-39.88841925,-39.83198385,-0.395093452,-0.304960214,0.093728823
-27.51239721,-27.93637895,-0.373894968,-0.25175099,0.120006919
-49.05623673,-49.13626733,-0.364147871,-0.28945702,0.057992691
-52.45669839,-52.86607049,-0.379092712,-0.256975155,0.121277992
-41.74010891,-41.97016083,-0.444637282,-0.363410091,0.088035653
-27.91146451,-27.46674697,-0.386216341,-0.234959033,0.146991058
-30.34592401,-29.73349456,-0.390837818,-0.265658619,0.12926061
-51.83273308,-52.37804989,-0.343504646,-0.237573807,0.133898235
-37.56992807,-37.61332014,-0.370831191,-0.257062116,0.124664327
-27.35617753,-27.97767271,-0.386253418,-0.272549933,0.116836751
