smiles,pkb
CC(=O)c1ccncc1,3.59
CSc1ccccn1,3.59
ON=Cc1ccccn1,3.59
CCCc1cccnn1,3.59
Nc1cccc(Cl)c1,3.59
Nc1cccc(I)c1,3.59
Cc1cc(C)c(Nc2nc(Nc3ccc(C#N)cc3)ncc2Cl)c(C)c1,3.6
OCC1OC(n2cnc3c(NCCc4ccccc4)ncnc32)C(O)C1O,3.6
CC(=O)n1ccnc1,3.6
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,3.6
COc1nc(C)c(Nc2nc(Cl)cn(C(C)C3CC3)c2=O)cc1C,3.6
O=C(c1cncs1)N1CCCC1c1ccc(-c2cccc(Cl)c2)nc1,3.6
Cc1nc(C)nc(N)n1,3.6
Nc1ncc(Br)s1,3.61
Nc1cc[n+]([O-])cc1,3.61
CNc1nc(SC)nc2[nH]ncc12,3.61
CC(=O)c1cccc(N)c1,3.61
COc1cc(C)ncn1,3.65
CN(C)c1ncnc2c1ncn2C1OC(CO)C(O)C1O,3.65
Oc1ccc2nnccc2c1,3.65
Nc1ccc(C(=O)O)c(O)c1,3.66
CN(C(=O)c1ccccc1)c1cccnc1,3.66
Cc1ccn[nH]1,3.66
Cc1cc[nH]n1,3.66
Cn1ncc2c(NCc3ccccc3)ncnc21,3.66
Nc1cc2ccccc2nn1,3.66
Nc1ncc(Cl)s1,3.66
Cc1ccnc(N=Cc2ccc([N+](=O)[O-])cc2)n1,3.66
CN(C)c1ncc(Br)s1,3.66
COc1nc(N)c2cnn(C)c2n1,3.66
CNc1cccc2ccccc12,3.67
CCOCCNc1cccc(OC)c1,3.67
Fc1cccc2ncccc12,3.68
Nc1cccc2ccnnc12,3.68
Nc1ccc(-c2cnc(-c3ccccc3)o2)cc1,3.68
Brc1ccc2c(c1)CCN2,3.7
CCCCCc1cccnn1,3.7
CCC(C)Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,3.7
COCCNc1cccc(OC)c1,3.7
COc1ccnnc1,3.7
Clc1cccc(-c2ccccn2)n1,3.7
O=c1cc(O)n2nccc2[nH]1,3.7
COc1cc(S(C)=O)ccc1-c1cn2cccnc2n1,3.7
Nc1nc2nc[nH]c2c(N)[n+]1[O-],3.7
COc1nc(N)c2[nH]cnc2n1,3.7
ON=C1C=CC(=NO)c2ncccc21,3.7
COc1ccc(-c2ncc(-c3ccc(N)cc3)o2)cc1,3.71
CSc1ccc2ccccc2n1,3.71
Cc1nnc(N)nc1C,3.71
Nc1ccc(B(O)O)cc1,3.71
COC(=O)Cc1ccccc1N,3.71
COc1ccc(NCO)cc1,3.72
CN(CO)c1ccccc1,3.72
COc1ccc(OC)c(N)c1,3.72
Nc1nc2ccccc2o1,3.73
Cc1ccc(N(C)CO)cc1,3.73
CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,3.75
COc1nc2ccccc2[nH]1,3.75
Cc1ncc2nc(C)c(C)nc2n1,3.76
Cc1[nH]c(C)c(C)c1C,3.77
Brc1ccncc1,3.78
N#CCc1cccnc1,3.78
SCCNc1ccccc1,3.78
CC(C)(C)c1ccccc1N,3.78
Brc1ncc[nH]1,3.79
Nc1ccc(I)cc1,3.79
Nc1ccc(Br)cc1,3.79
O=Cc1cccnc1,3.8
O=Cc1ccccn1,3.8
CC(C)(C)CC(=O)n1ccnc1,3.8
CNC(=O)c1ccncc1,3.8
COC(=O)c1ccc2ncccc2c1,3.8
Cc1cc(C)c(Nc2nc(N)nc(Nc3ccc(C#N)cc3)n2)c(C)c1,3.8
Clc1ccnc(-c2ccccn2)c1,3.8
Cn1ncc2c(NCc3ccco3)ncnc21,3.8
NC(=O)C(c1ccccc1)c1ccccn1,3.8
NC(=O)c1cncc2ccccc12,3.8
O=C(Nc1cccnc1)c1ccccc1,3.8
O=c1cc(O)n2ncc(-c3ccc(Br)cc3)c2[nH]1,3.8
O=c1cc(O)n2ncc(-c3ccccc3)c2[nH]1,3.8
COc1cc(S(C)=O)ccc1-c1nc2[nH]ncc2[nH]1,3.8
COc1cc(C(N)=O)ccc1-c1nc2c(ncn2C)[nH]1,3.8
Brc1c[nH]cn1,3.8
ON=C(NO)c1ccccc1,3.8
CN(C)c1cccc2c(S(N)(=O)=O)cccc12,3.8
ONc1ncnc2nc[nH]c12,3.8
Cn1ccc(N)n1,3.81
COc1cc(S(C)=O)ccc1-c1nc2cnncc2[nH]1,3.81
Nc1ccccc1-c1ccccc1,3.81
O=C(O)C=CC(=O)c1cccnc1,3.82
Cn1ccnc1Br,3.82
CNc1ncccn1,3.82
COc1ccc2nc3ccccc3cc2c1,3.82
CN(C)c1cccc(Cl)c1,3.83
Clc1ccncc1,3.84
Clc1ccc2ncccc2c1,3.85
CC1=Nc2ccccc2N=C(C)C1,3.85
Cn1ncc2c(NCCO)ncnc21,3.86
COc1ccc(C=Nc2ncc3nc[nH]c3n2)cc1,3.86
Brc1ccc2cccnc2c1,3.87
Brc1ccc2ncccc2c1,3.87
CN(C)c1ncnc2nc[nH]c12,3.87
CSc1cnc2ccccc2c1,3.88
CCOC(=O)c1cnc2ccccc2c1OCC,3.88
Nc1c2cnn(c3ccc(C)cc3)c2ncn1,3.89
COc1cccnc1C=O,3.89
Nc1ncnc2ncn(C3OC(CO)C(O)C3O)c12,3.9
CN(C)c1cc[n+]([O-])cc1,3.9
Brc1cnc2c(ccc3cc(Br)cnc32)c1,3.9
Oc1cc2cccnc2c2cccnc12,3.9
COc1cc(S(C)=O)ccc1-c1nc2ncc(N)cc2[nH]1,3.9
OC(c1ccccc1)(c1ccccc1)c1ccccn1,3.9
COC(=O)C1CSCN1,3.92
Nc1cccc2ccccc12,3.92
c1ccc(Nc2ncnc3[nH]ncc23)cc1,3.92
CSc1nccc2ccccc12,3.93
Nc1cnc2ccccc2n1,3.93
O=C(OCc1ccccc1)c1cccnc1,3.94
O=NCc1cccnc1,3.94
ON=Cc1cccnc1,3.94
Oc1ccc2cnncc2c1,3.94
Cc1c[nH]c(C)c1C,3.94
Nc1cccc2cccnc12,3.95
Cc1cccc(C)c1N,3.95
COc1cc(OS(C)(=O)=O)ccc1-c1cn2cccnc2n1,3.95
O=C([O-])C1OC(Oc2cnc3ccccc3c2)C(O)C(O)C1O,3.95
[SH2+]c1ccc2ncccc2c1,3.95
c1cnc2nc[nH]c2c1,3.95
CN(C)c1ncccn1,3.96
Cc1cc(C)n(C)n1,3.96
Cn1ncc2c(NC(C)(C)CC(C)(C)C)ncnc21,3.96
Clc1ccc(CNc2ncnc3[nH]ncc23)cc1,3.96
NOCc1ccc([N+](=O)[O-])cc1,3.96
Nc1ccc(Cl)cc1,3.98
Nc1ncc2[nH]c(-c3ccccc3)nc2n1,3.98
CCN(CC#N)CC#N,3.98
Cc1ccc(C)nn1,3.99
Clc1cnc2c(ccc3cccnc32)c1,3.99
Cn1c(CBr)nc2c(O)ccc(O)c21,3.99
N#CC1CC(F)CN1,4
C=CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,4
CCn1c(C)c(C)c2cc(-n3ccccc3=O)nc(NCc3c(C)cccc3C)c21,4
COc1cc2c(cc1OC)-c1c(-c3cnc(C(=O)N(C)C(C)(C)C)s3)ncn1CC2,4
Fc1ccc2ncccc2c1,4
O=C(O)c1c2ccccc2nc2ccccc12,4
CC(=O)c1ccc(O)c2ncccc12,4
Nc1nccnn1,4
Cc1ncc(C[NH3+])c(N)n1,4
Cc1cc(C)n(C)c(=O)n1,4
CCOP(=O)(CN1CCOCC1)OCC,4
Cc1n[nH]c2cc(N)ccc12,4
OCC1OC(n2cnc3ccccc32)C(O)C(O)C1O,4.01
c1coc(CNc2ncnc3[nH]ncc23)c1,4.01
Cc1ccc(N)cc1Br,4.02
CN(C)c1ncc2[nH]cnc2n1,4.02
Brc1ccnc2c1ccc1cccnc12,4.03
CCc1ccnnc1C,4.03
O=C(NNc1ccc(Br)cc1)c1ccncc1,4.03
Cn1c(CCl)nc2c(O)ccc(O)c21,4.03
Cc1ccccc1C(N)=NO,4.03
CCOCCNc1ccccc1,4.04
Fc1ccc2cccnc2c1,4.04
COCCNc1ccccc1,4.05
Cc1ccc(N)cc1Cl,4.05
CSc1cccc(N)c1,4.05
O=Cc1ccncc1O,4.05
ON=CNO,4.05
OCCNc1ccccc1,4.06
CN(C)c1ncnc2c1cnn2C,4.06
CCOC(=O)C1CCc2nc3c(ccn4ccnc34)cc2C1,4.08
CC(=O)Nc1ccccn1,4.09
CCOC(=O)c1cnc2cc3c(cc2c1OCC)OCO3,4.09
COc1ccc(N)cc1Br,4.09
CNc1cnc2ccccc2n1,4.1
COc1ccc(OC)c2c1nc(CCl)n2C,4.1
Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cnccn1,4.1
Cc1ccc2cccc(C)c2n1,4.1
Cc1ccnnc1C,4.1
OCC1OC(n2cnc3c2ncn2ccnc32)C(O)C1O,4.1
Cc1cnc(C)c(O)c1C=O,4.1
Cc1ccc2c(c1)C(CC[NH3+])CN2,4.1
Cc1cc(N)cc[n+]1[O-],4.1
Cc1cnnc(C)c1,4.11
Nc1cc[nH]n1,4.11
Nc1ccn[nH]1,4.11
CCCCCCCCCCCCNc1ccccc1,4.12
COc1ccc(Cl)c2cccnc12,4.13
Cc1cnncc1C,4.13
OC1COC(n2cnc3ccccc32)C(O)C1O,4.15
Nc1cccc2c(O)cccc12,4.15
CCOc1cccc(N)c1,4.15
Nc1ncc(Sc2ccccc2)s1,4.16
c1ccc(CNc2ncnc3[nH]ncc23)cc1,4.16
O=[N+]([O-])c1ccc2[nH]cnc2c1,4.17
C=CCNc1ccccc1,4.17
CC(C)(C)CNc1ccccc1,4.17
CCc1ccc(C)nn1,4.17
CCc1cnnc(C)c1,4.17
Cc1ccc2c(c1)ncn2C1OCC(O)C(O)C1O,4.17
COc1cc(NS(C)(=O)=O)ccc1-c1cn2cccnc2n1,4.17
COc1cc(N)c(C#N)c(N)n1,4.17
c1ccc(-c2ccco2)nc1,4.18
CCN(CC)CC#N,4.18
CCNc1cccc2ccccc12,4.19
CSCc1cccc(CSC)n1,4.19
Cc1ncc(CN(C=O)C(C)C(=S)CCO)c(N)n1,4.19
Nc1ncnc2c1ncn2C1CCCCC1,4.19
CC(=C(S)CCO)N(C=O)Cc1cnc(C)nc1N,4.19
Nc1ccc(S(=O)(=O)Nc2ccc(N)nc2)cc1,4.19
Brc1cc2cccnc2c2ncccc12,4.2
CC1CN(Cc2ccccc2)c2cncc(F)c2C(C)N1C(=O)NCc1ccccc1,4.2
Cc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cncs1,4.2
Cc1cc(C(=O)N2CCCC2c2cnc(-c3cccc(Cl)c3)cc2C)no1,4.2
Cc1ccnc(N)n1,4.2
c1ccc2nc3c(cc2c1)[nH]c1ccccc13,4.2
c1nc(NC2CCCCC2)c2[nH]cnc2n1,4.2
Oc1ccccc1-c1ccccn1,4.2
c1ccc(CCNc2ncnc3nc[nH]c23)cc1,4.2
c1cc(N2CCOCC2)ccc1N1CCOCC1,4.2
CN(C)c1cc[n+](C)c([O-])n1,4.2
c1ccc2c(c1)ccc1ncccc12,4.21
CC(C)Nc1ncnc2c1cnn2C,4.22
CCCCNc1ncnc2c1cnn2C,4.22
Clc1cc2cccnc2c2ncccc12,4.22
Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1,4.22
NOCc1ccc(Cl)cc1,4.22
CC(=O)NCc1ccccn1,4.23
Cn1nccc1N,4.23
Cc1ccc2ccn3ccnc3c2n1,4.23
CCNc1ncnc2c1cnn2C,4.24
CCOCCNc1cccc(C)c1,4.24
CNc1ncnc2c1cnn2C,4.24
COc1ccc(N)cn1,4.24
c1ccc(Oc2cccnc2)cc1,4.24
COc1cccc(N)c1,4.24
CN(CCC#N)CCC#N,4.24
Nc1cc(-c2n[nH]c(N)n2)ccn1,4.245
Nc1cc(-c2nc(N)n[nH]2)ccn1,4.245
CCCNc1ncnc2c1cnn2C,4.25
CCCc1ccc(C)nn1,4.25
CCOC(=O)Cc1ccccn1,4.25
O=Cc1ccnc2ccccc12,4.25
Nc1ccc(Sc2ccc(N)cc2)cc1,4.25
c1ccc2c(c1)ccc1cccnc12,4.25
ON=C(Cc1ccccc1)NO,4.25
CN(C)c1ccc(Br)cc1,4.25
COc1ccc(Cc2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,4.26
C#CC(C)(C)Nc1ccccc1,4.26
CCCCc1ccccc1N,4.26
Oc1cnc2ccccc2c1,4.28
Nc1cccc(-c2ccccc2)c1,4.28
COCCNc1cccc(C)c1,4.29
Nc1ncnc2c1cnn2CCO,4.29
COc1cc2c(cc1OC)-c1c(-c3cncs3)ncn1CC2,4.3
c1ccc(N2CCCC2)cc1,4.3
CN(C)c1ccc(C=Cc2cc[n+]([O-])cc2)cc1,4.3
Nc1nc[nH]n1,4.3
Nc1ccc(Cl)cc1N,4.3
O=C([O-])c1nc2cc(Cl)ccc2[nH]1,4.3
Cc1ncc2c(c1O)C(O)OC2,4.3
Cc1cc(C)c(C)c(N)c1C,4.3
c1cc2c(nn1)CCCC2,4.3
CNc1ncnc2nc[nH]c12,4.31
Cc1cc(C)[nH]n1,4.32
Cc1ccc2c(c1)ncn2C1OC(CO)C(O)C(O)C1O,4.32
Cn1ncc2c(N)ncnc21,4.32
c1cncc(-c2ccc[nH]2)c1,4.32
c1ccc(-c2ccccn2)nc1,4.33
c1ccc(Nc2nccs2)cc1,4.33
Fc1cc2nc[nH]c2cc1Cl,4.33
NC(=O)Cc1ccccn1,4.34
COc1ccc(-c2cn3cccnc3n2)c(OC)c1,4.34
NOCc1ccccc1,4.34
CC(=O)Nc1cccnc1,4.36
Cn1c(CO)nc2ccccc21,4.36
Cc1cc(Br)cc(C)c1N(C)C,4.36
Cn1ccc2ccc3cccnc3c21,4.36
CCCc1ccccc1N,4.36
C[Si](C)(C)c1ccc(N)cc1,4.36
Cc1cc(N(C)C)cc[n+]1[O-],4.37
Nc1cccc(O)c1,4.37
CCc1ccccc1N,4.37
Cc1cc(C)c(N)c(C)c1,4.37
Nc1ccc(Nc2ccc([N+](=O)[O-])cc2)cc1,4.38
Nc1ccc(-c2ccccc2)cc1,4.38
c1ccc2nc3ccc4ccccc4c3cc2c1,4.39
Oc1ccc2c(cnc3ccccc32)c1,4.39
CN(C)c1ccc(Cl)cc1,4.39
CC(=O)Nc1cccc2nc3ccccc3cc12,4.4
CNc1ncnc2c1cnn2Cc1ccccc1F,4.4
Fc1cccc2[nH]cnc12,4.4
Nc1cccc2cc3ccccc3nc12,4.4
O=C(Cc1ccc2ccc3cccnc3c2n1)c1ccccc1,4.4
c1nc(NC2CCCCC2)c2ncn(C3CCCCC3)c2n1,4.4
CSc1ccc(N)cc1,4.4
CCCCCCCCCCCCCCCC[NH+](CCCCCCCCCCCCCCCC)CCCn1ccnc1,4.4
N#CC(N)c1ccccc1,4.4
Cc1ccc(CON)cc1,4.4
Cc1cc2cccc(C)c2nc1C,4.41
Nc1ccn(C2CCC(CO)O2)c(=O)n1,4.42
COc1ccc(CON)cc1,4.42
CC(C)c1ccccc1N,4.42
OC(c1ccccc1)c1ccccn1,4.44
Cc1ccccc1N,4.44
COc1cnccc1C=O,4.45
CSc1cccnc1,4.45
CC(=O)Nc1ccc(N)cc1,4.46
Nc1cccc(B(O)O)c1,4.46
CNc1cc[n+](C)c([O-])n1,4.47
Cc1ccc(C)c(N)c1,4.47
c1ccc(-c2ccccn2)cc1,4.48
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,4.48
Cc1cc(C)c2cccc(C)c2n1,4.48
Cc1nn(C)c(C)c1C,4.48
c1cnc2[nH]ccc2c1,4.48
CCNc1cc(-c2n[nH]c(N)n2)ccn1,4.485
CCNc1cc(-c2nc(N)n[nH]2)ccn1,4.485
Nc1nc(N)c2cnn(-c3ccccc3)c2n1,4.49
Cc1c(N)ccc2c1-c1c(ccc3ccccc13)C2,4.49
C/C(=C\c1ccc(C)cn1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,4.5
CN1C(=O)CCC1c1cccnc1,4.5
CSc1cccc2ncccc12,4.5
Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)n(CCO)c12,4.5
Cc1cccc(NC(=O)c2nc(C)cc3cc[nH]c23)n1,4.5
Cc1cccc2cc3ccccc3nc12,4.5
N#CCCNc1ccccc1,4.5
CC[NH2+]C(=CC(=O)c1cccc(S(=O)(=O)[O-])c1)n1ccnc1,4.5
CN(C)CC#N,4.5
Oc1ccc(O)c2ncccc12,4.5
Nc1cccc2c1CCCC2,4.5
Cc1ccc2nc3ccc(C)cc3cc2c1,4.5
Nc1nc2ccccc2s1,4.51
COc1ccccc1N,4.51
CCOc1ccccc1N,4.51
C=CC(CC(C)(C)CC(C)(C)C)c1ccc2cccnc2c1O,4.51
Cc1nc(N)c2cnn(-c3ccccc3)c2n1,4.52
Nc1ccc2nc3ccccc3nc2c1,4.52
C=CCc1ccc2cccnc2c1O,4.52
C[n+]1ccc(N)nc1[O-],4.52
COc1ccc(/N=N/c2ccncc2)cc1,4.53
OCCCNc1ccccc1,4.53
COc1ccc(N=Nc2ccncc2)cc1,4.53
CNc1ncnc2[nH]ncc12,4.53
CN(C)c1ncnc2[nH]ncc12,4.53
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,4.53
c1ccc2c(c1)C1CCN2c2ccccc21,4.54
CN(C)c1ccc(N=O)cc1,4.54
Cc1cccc(C=O)n1,4.55
O=NCc1ccnc2ccccc12,4.55
ON=Cc1ccnc2ccccc12,4.55
CNc1cc[nH+]c([O-])n1,4.55
N#CCN1CCCCC1,4.55
CCN(CCC#N)CCC#N,4.55
C(=Nc1ccccc1)c1ccccc1,4.55
CCCCCCCCCCNc1ccccc1,4.56
Cc1cccc(N)c1C,4.56
Cc1nc(N)c2ncsc2n1,4.56
C=C[C@@H](C)Nc1ccccc1,4.57
C=C[C@H](C)Nc1ccccc1,4.57
C=CC(C)Nc1ccccc1,4.57
CN(C)c1ccc2ccccc2c1,4.57
Cc1cc2ncn(C3OCC(O)C(O)C3O)c2cc1C,4.58
O=NCc1ccncc1,4.58
c1ccc2c(c1)cnc1ccccc12,4.58
Nc1ccccc1B(O)O,4.58
CCNc1cc[nH+]c([O-])n1,4.58
c1cn2ccc3cc4c(nc3c2n1)CCCC4,4.59
Nc1ncnc2[nH]ncc12,4.59
Cc1ccccc1C=Cc1ccc(N(C)C)cc1,4.59
COc1ccc(N(C)CO)cc1,4.59
CC(=O)OC(C1CC(C)C2C(O1)C(O)C1(C)C3CCC4C(C)(C)C(OC5CN(C6COC6)CCO5)CCC45CC35CCC21C)C(C)(C)O,4.6
CCOCCNc1ccc(C)cc1,4.6
CN(O)Cc1ccccc1,4.6
COCCCCNc1ccccc1,4.6
Nc1ccc2cncnc2c1,4.6
Nc1ccccc1,4.6
Nc1cccc2cccc(N)c12,4.6
C[N+](C)(C)CCOC(=O)C=Cc1c[nH]cn1,4.6
CCCCC(CC)CNc1ncnc2[nH]ncc12,4.6
CC1(C)SC2C(NC(=O)Cc3ccc(N)cc3)C(=O)N2C1C(=O)[O-],4.6
CCNc1ncnc2[nH]ncc12,4.6
Cc1nc2ncccc2[nH]1,4.6
Cc1n[nH]c2ncnc(N)c12,4.61
Cn1c(N)nc(=O)c2[nH]cnc21,4.61
Cc1n[nH]c2c(Nc3ccccc3)ncnc12,4.61
CNc1ccccc1C,4.62
CC(=O)N(C)c1ccncc1,4.62
c1cncc(-c2ccco2)c1,4.62
CC(C)CCNc1ncnc2[nH]ncc12,4.62
O=C([O-])C1OC(Oc2cccc3cccnc23)C(O)C(O)C1O,4.62
CC(C)Nc1ncnc2[nH]ncc12,4.62
CON,4.62
CN1CCN(C)c2cccc3cccc1c23,4.62
Cc1cc2ccn3ccnc3c2nc1C,4.63
Cc1cc2ncn(C3OC(CO)C(O)C(O)C3O)c2cc1C,4.63
Nc1ccc2c(c1)Cc1c(O)cccc1-2,4.63
COc1ccc(-c2nc3ncccc3[nH]2)c(OC)c1,4.63
OCc1nc2cc(Cl)ccc2[nH]1,4.63
COCCNc1ccc(C)cc1,4.64
Nc1ccc(F)cc1,4.64
CC1=Nc2ccccc2CO1,4.64
C[Si](C)(C)c1cccc(N)c1,4.64
Cn1cccc1-c1cccnc1,4.643333
c1ccc(-c2ccoc2)nc1,4.65
Cc1nc(NCc2ccco2)c2cn[nH]c2n1,4.65
Oc1ccc(N=Nc2ccncc2)cc1,4.65
CC=Cc1ccc2cccnc2c1O,4.66
Nc1ccc2c(c1)-c1c(ccc3ccccc13)C2,4.67
CCCCNc1ncnc2[nH]ncc12,4.67
COc1ccc(-c2cn3ccsc3n2)c(OC)c1,4.67
O=C(Cc1ccccn1)c1ccccc1,4.675
Clc1nc2ccccc2[nH]1,4.68
CN(C(=O)c1ccccc1)c1ccncc1,4.68
O=C([O-])c1cnc2ccccc2c1,4.68
Nc1ccc2c(c1)-c1ccccc1C2,4.68
Nc1nc2ncncc2[nH]1,4.68
O=C([O-])CSc1nc2cc3ccccc3cc2[nH]1,4.68
Cc1cccc(NCCS)c1,4.68
Cn1cnc2cc(N)ccc21,4.69
c1ccc(-c2cc3c(-c4ccccc4)ccnc3c3ncccc23)cc1,4.69
Cc1cccc(N)c1,4.69
Cc1ccc(N2CCCC2)cc1,4.69
Cc1nn(C)c2c1C(c1ccccc1F)=NCC(=O)N2C,4.69
CCCCNc1cc[nH+]c([O-])n1,4.69
CC(=O)Nc1ccc2nc3ccccc3cc2c1,4.7
Nc1nc2ccccc2nc1N,4.7
Nc1cccc(C(=O)[O-])c1,4.7
Cc1cccc(C)c1CNc1nc(-n2ccccc2=O)cc2c(C)c(C)[nH]c12,4.71
CCN(CC)c1ncnc2[nH]ncc12,4.71
NC(=O)Cc1cccnc1,4.72
c1ccc(-c2cc3cccnc3c3ncccc23)cc1,4.72
ON=Cc1ccncc1,4.73
CCc1cc(C)nnc1C,4.73
Nc1ccc2c(c1)Cc1cccc(O)c1-2,4.73
CSc1ccc2ncccc2c1,4.75
Cc1ccc(N)c(C)c1,4.75
COc1c(C)ncc(CO)c1C=O,4.75
COc1cc(S(C)=O)ccc1-c1nc2ccccc2[nH]1,4.76
Cc1c[n+](C)c([O-])nc1N,4.76
O=C([O-])c1ccnc2ccccc12,4.76
O=Cc1ccncc1,4.77
Nc1ccncc1F,4.77
NC(CC(N)=NO)=NO,4.77
Nc1cnc2cc3ccccc3cc2c1,4.78
CNc1nc2ncncc2[nH]1,4.78
c1ccc(-c2cccnc2)cc1,4.8
Oc1cccnc1,4.8
Cc1ccc2nc3ccc(N)cc3nc2c1,4.8
Nc1ncc2ccccc2n1,4.8
O=C(/C=C/c1cnc[nH]1)OCCCl,4.8
CCOCCN(C)c1ccccc1,4.8
O=C(C=Cc1c[nH]cn1)OCCCl,4.8
Oc1cncc2ccccc12,4.8
CN(C)c1nc2ncncc2[nH]1,4.8
Cc1cc(C)c(C)nn1,4.81
Cc1cc(C)cc(N)c1,4.81
COCCN(C)c1ccccc1,4.81
c1cc(-c2ccncc2)ccn1,4.82
Cc1cc(C)nc(N)n1,4.82
Cc1n[nH]c(C)c1C,4.82
c1ccc(-c2cnc3c(ccc4cccnc43)c2)cc1,4.82
O=C([O-])c1ccc2ncccc2c1,4.82
Oc1ccc2c(c1)ncc1ccccc12,4.82
Nc1ccc2c(c1O)Cc1ccccc1-2,4.82
OCc1nc2ccccc2[nH]1,4.82
COC(=O)Cc1csc(N)n1,4.83
Nc1ccc(Cl)cn1,4.83
CN(C)c1cccc2ccccc12,4.83
Cc1c(N)ccc2c1-c1ccccc1C2,4.83
CC(C)CNc1ccccc1,4.84
Cc1cc(-c2ccccc2)nn2ccnc12,4.84
NC(=Nc1nsc2ccccc12)c1ccc(Cl)cc1,4.84
c1ccc(-c2ccnc3c2ccc2c(-c4ccccc4)ccnc23)cc1,4.84
Nc1ccccc1O,4.84
Cc1n[nH]c2c(NCc3ccco3)ncnc12,4.84
Cc1cc(-c2ccccc2)n[n+](CCN2CCOCC2)c1N,4.84
CNc1ccccc1,4.85
Nc1ccc2ccnnc2c1,4.85
c1cncc(-c2ccncc2)c1,4.85
OCc1ccccn1,4.86
Clc1ccc2[nH]cnc2c1,4.86
Cc1ccccc1-c1nc2cc([N+](=O)[O-])ccc2[nH]1,4.87
C=Cc1cccnc1,4.87
CCCCCCCP(=O)(CCCCCCC)NC1CCCCC1,4.87
C=CC(C)(C)Nc1ccccc1,4.88
Nc1ccc2c(c1)Cc1cc(O)ccc1-2,4.88
CCCCN(CCCC)c1nnc(-c2ccccc2)cc1C,4.88
COc1ccc(S(=O)(=O)CCN2CCOCC2)c(OC)c1OC,4.89
CCCCCCN(CCCCCC)c1ccccc1,4.89
CN(CCO)c1ccccc1,4.89
CN(C)c1ncc(-c2ccccc2)s1,4.89
CN(C(=O)N1CC(c2cc(F)ccc2F)=CC1(CO)c1ccccc1)C1CCN(CC(F)F)CC1,4.9
Fc1cccn2ccnc12,4.9
Nc1ncc(-c2ccccc2)s1,4.9
c1ccc(-c2ccc3ccc4cccnc4c3n2)cc1,4.9
c1ccc(-c2ccnc3c2ccc2cccnc23)cc1,4.9
c1ccc2ncccc2c1,4.9
NC(=O)Nc1[nH]cnc1C(=O)[O-],4.9
O=C([O-])c1ccncc1,4.9
COc1cccnc1,4.91
O=C([O-])C1OC(Oc2cccc3ncccc23)C(O)C(O)C1O,4.91
CCNc1ccccc1C,4.92
c1ccc2cc3ncccc3cc2c1,4.92
Cc1cc2ccccc2nc1C,4.93
Ic1cccc(C2NCCS2)c1,4.93
c1cncc(-c2ccoc2)c1,4.93
Cc1cnc2c(O)cccc2c1,4.93
CN(C)c1ccc(NC(=O)C=NO)cc1,4.94
Cc1ccc(N)cc1C,4.94
C=CC(CC(C)(C)C)c1ccc2cccnc2c1O,4.94
CC(C)(C)c1ccc(N)cc1,4.95
CC(=NO)NO,4.95
Cc1ncc(CO)c(CO)c1O,4.96
O=C([O-])c1nccc2ccccc12,4.97
CC(C)(C)c1cc(N)cc(C(C)(C)C)c1,4.97
C=Cc1ccccn1,4.98
CCc1cnc2c(ccc3cccnc32)c1,4.98
COc1cnc(N)s1,4.98
O=C(CN1CCOCC1)NCc1ccccc1,4.98
CCOCCNc1ccc(OC)cc1,4.99
CNc1cccc(C)c1,5
COc1cc(-c2cccc(Cl)c2)ncc1C1CCCN1C(=O)c1cncs1,5
COc1cc2c(cc1OC)-c1c(-c3cncs3)nc(C)n1CC2,5
Cc1ccc2c(c1)CCN2,5
Cc1cnc2c(ccc3cccnc32)c1,5
Cc1nc(N)c2cnn(C)c2n1,5
Nc1cccnc1N1CCc2ccccc2C1,5
C/C(=C\c1ccccn1)C1CC2OC2(C)CCCC(C)C(O)C(C)C(=O)C(C)(C)C(O)CC(=O)O1,5
Cc1ncc2n1C(=O)N(C1CCN(C(=O)CCS(=O)(=O)c3ccc4cc(Cl)ccc4c3)CC1)C2,5
CSc1nc2cc3c(cc2[nH]1)CCCC3,5
O=C([O-])C1OC(Oc2ccc3ncccc3c2)C(O)C(O)C1O,5
Nc1ncnc2cn[nH]c12,5
Cc1ccc(N)c(N)c1,5
Nc1ccc2[nH]c(=O)[nH]c2c1,5
COc1cccc2cccnc12,5.01
Cc1ccc2ccc(C)nc2c1,5.01
CC(C)(C)c1cccc(C(C)(C)C)n1,5.02
COCCNc1ccc(OC)cc1,5.02
Cc1n[nH]c2c(N)ncnc12,5.02
CC1CN=C(C(C)(C)C)S1,5.02
COc1ccc2cccnc2c1,5.03
COc1ccc2ncccc2c1,5.03
CC(=O)n1ccnc1C,5.03
