smiles,pka
CC(C)C(C(=O)O)N1CC(NC(=O)Cc2ccccc2)C1=O,3.48
O=Cc1cc([N+](=O)[O-])cc(Br)c1O,3.48
CC(=O)Oc1ccccc1C(=O)O,3.49
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,3.49
CC(C)(C)OOCC(=O)O,3.49
[NH3+]c1ccc(CC(=O)O)cc1,3.49
O=C(O)Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.5
Cc1ccc(C)n1-c1ccc(SCC(=O)O)cc1,3.5
CCCC12CCC(=O)C(C)=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.5
Cn1nccc1-c1cc(Cl)ccc1Oc1cc(F)c(S(=O)(=O)Nc2ncns2)cc1F,3.5
O=C(O)CS/C=C/c1ccccc1,3.5
O=S(=O)(Nc1cccc(C(F)(F)F)c1)C(F)(F)F,3.5
CN1c2ccc(C#N)cc2N=C(c2ccc(C(=O)O)cc2)c2cc3c(cc21)C(C)(C)CCC3(C)C,3.5
O=C(O)CSC=Cc1ccccc1,3.5
Cn1cc([NH3+])cc1C(=O)O,3.5
NC(=O)c1c(CC(=O)O)n[nH]c1N,3.5
O=C1OC2C3CC4C2C4(C(=O)O)C13Br,3.5
O=C(O)c1ccc(C(=O)O)cc1,3.51
O=C(O)COc1ccc(Cl)cc1C1CCCCC1,3.51
O=C(O)C1CC1(Cl)Cl,3.51
O=C(c1ccc(F)cc1)c1ccc2n1CCC2C(=O)O,3.51
CS(=O)(=O)c1cccc(C(=O)O)c1,3.52
O=C(O)CSc1ccccc1,3.52
NC(=O)C#CC#CC=CC(=O)O,3.52
O=C(O)c1ccccc1Oc1ccccc1,3.53
CC(C)(C)c1ccccc1C(=O)O,3.53
COCC(=O)O,3.53
N#Cc1ccc(-c2nnn[nH]2)cc1,3.53
N#Cc1ccc(-c2nn[nH]n2)cc1,3.53
O=C(O)c1cc(Cl)cc(Cl)c1,3.54
O=C(O)c1cc(F)c(F)c(F)c1,3.54
O=C(O)c1ccccc1C(=O)c1ccccc1,3.54
Cc1ncsc1C(=O)O,3.54
O=C(O)c1cccc[n+]1[O-],3.54
O=[N+]([O-])c1cc(Cl)c(O)c(Cl)c1,3.55
N#Cc1ccc(C(=O)O)cc1,3.55
O=C(O)C(O)CO,3.55
COc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1,3.55
N#Cc1ccccc1-c1nn[nH]n1,3.55
O=C(O)CS,3.55
O=C(O)Cn1c2ccccc2c2ccccc21,3.55
CCCCCCCCCCCC[NH2+]CCC(=O)O,3.55
COC1OC(C(=O)O)C(O)C(O)C1O,3.55
O=C(O)C[Se]c1cccc([N+](=O)[O-])c1,3.55
CCCC(=O)OC(CC(=O)O)C[N+](C)(C)C,3.56
CCCCCCCC[NH2+]CCC(=O)O,3.56
CC(C)P(=O)(O)C(C)C,3.56
Cc1ccc(SCC(=O)O)cc1,3.57
O=C(O)C1CC1(Br)Br,3.57
Cn1cnc2nc(N)[nH+]c(O)c21,3.57
CCCCCCCCCC[NH2+]CCC(=O)O,3.57
O=C(O)c1ccc(F)cc1F,3.58
Cc1ccc(Br)cc1C(=O)O,3.58
O=C(O)c1cc(F)cc(F)c1,3.59
NCc1ccc(C(=O)O)cc1,3.59
O=C(O)C(c1ccc(-c2ccccc2)cc1)C1(O)CCCCC1,3.59
[NH3+]CCC(=O)O,3.59
[NH3+]C1CCCCC1C(=O)O,3.59
Cc1c(Cn2cc[nH+]c2)sc2cc(C(=O)O)ccc12,3.59
N#Cc1cccc(C(=O)O)c1,3.6
CC(=O)OC(CC(=O)O)C[N+](C)(C)C,3.6
CC#CCC(=O)O,3.6
COC1CN(c2ncc(C(=O)O)s2)CCC1NC(=O)c1[nH]c(C)c(Cl)c1Cl,3.6
Nc1ccc(S(=O)(=O)c2ccc(C(=O)O)cc2)cc1,3.6
O=C(O)c1cccc2ccccc12,3.6
CC(=O)NCC(=O)O,3.6
CCC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.6
CCCC12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.6
CCOC(=O)c1cc(C#N)c(N2CC(C(=O)NS(=O)(=O)Cc3ccccc3)C2)nc1C,3.6
O=C(O)c1ccc(-c2cccc(OC3OC(CO)C(O)C(O)C3O)c2)cc1,3.6
O=C(O)c1ccccc1OC1OC(CO)C(O)C(O)C1O,3.6
CC(NC(=O)C1CCC(=O)N1)C(=O)O,3.6
CCOCC(=O)O,3.61
Clc1cccc(-c2nnn[nH]2)c1,3.61
Clc1cccc(-c2nn[nH]n2)c1,3.61
CC[NH2+]CCC(=O)O,3.61
CCCCCC[NH2+]CCC(=O)O,3.61
Cc1ccc(C(=O)O)cc1[N+](=O)[O-],3.62
Cc1ccc(I)cc1C(=O)O,3.62
CC(C)c1ccccc1C(=O)O,3.63
Cc1ccc(Cl)cc1C(=O)O,3.63
O=C(O)c1ccc(-c2nnn[nH]2)cc1,3.63
O=C(O)c1ccc(Cl)c(Cl)c1,3.64
CS(=O)(=O)c1ccc(C(=O)O)cc1,3.64
CC(C)c1csc(C(=O)O)c1,3.64
Cc1cc(C(=O)O)ccc1[N+](=O)[O-],3.65
O=C(O)c1c2ccccc2cc2ccccc12,3.65
CC(C)(C)OC(=O)NC(CCC(N)=O)C(=O)O,3.66
CSCC(=O)O,3.67
CC(NC(=O)C(CCC(N)=O)NC(=O)C1CCC(=O)N1)C(=O)O,3.67
N#CO,3.67
Cc1cc(Cl)ccc1OC(C)C(=O)O,3.68
CCC(O)C(=O)O,3.68
Clc1ccccc1-c1nn[nH]n1,3.69
O=C(CC(CO[N+](=O)[O-])O[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
O=C(CCCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
O=C(CCO[N+](=O)[O-])Oc1ccccc1C(=O)O,3.69
O=CO,3.69
O=C(O)c1cccc(C(=O)O)c1,3.7
Ic1cccc(-c2nnn[nH]2)c1,3.7
Ic1cccc(-c2nn[nH]n2)c1,3.7
CC(C(=O)O)C(C#N)c1ccccc1,3.7
CCC(=O)c1nc(C(=O)O)cs1,3.7
COc1c(C(=O)O)oc2ccccc12,3.7
O=C(O)C=C=Cc1ccccc1,3.7
O=C(O)c1csc(Br)c1,3.7
CC(C)(C(=O)O)c1nnnn1C1CCCCC1,3.7
O=C(O)c1cccc2cc3ccccc3cc12,3.7
CCOCCn1c(N2CCC[NH+](CCCCn3cc(C(=O)O)cn3)CC2)[nH+]c2ccccc21,3.7
O=C(O)/C=C\c1cccc(Cl)c1,3.71
CC(=O)S,3.71
CN(C)C(=S)NCC(=O)O,3.71
COc1ccc(C(=O)O)cc1[N+](=O)[O-],3.72
CC(C)SCC(=O)O,3.72
COc1cccc(C(=O)O)c1C,3.72
O=C(O)Cc1ccco1,3.72
Brc1ccc(-c2nnn[nH]2)cc1,3.73
Brc1ccc(-c2nn[nH]n2)cc1,3.73
CCOc1cccc(C(=O)O)c1C,3.73
O=C(O)CSCc1ccccc1,3.73
O=C(O)c1cccccc1=O,3.73
O=C(O)c1cccc(-c2nnn[nH]2)c1,3.74
O=C(O)c1cccc(C(F)(F)F)c1,3.75
CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,3.75
Cc1cc(Cl)ccc1C(=O)O,3.75
O=C(O)C[Se]c1ccccc1,3.75
CSC(C)C(=O)O,3.76
Cc1ccc(C(=O)O)s1,3.76
CC12CCC(C(C(=O)O)C1=O)C2(C)C,3.76
CC(C)(C)OC(=O)NS(=O)(=O)c1ccc(S(C)(=O)=O)cc1,3.76
CC(C)(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,3.76
CC(C)(O)C(C(=O)O)c1ccc(C2CCCCC2)cc1,3.76
O=C1COC(=O)C1,3.76
O=Cc1ccc(C(=O)O)cc1,3.77
CCCSCC(=O)O,3.77
Cc1cc(Br)ccc1C(=O)O,3.77
O=C(O)CSc1ccc(S)cc1,3.77
CC(C)SC(C)C(=O)O,3.78
CCc1ccccc1C(=O)O,3.79
Cc1cc(I)ccc1C(=O)O,3.79
N#CC(CC(=O)O)c1ccccc1,3.79
O=C(O)c1cc2ccccc2[nH]1,3.79
Cc1ccccc1[Se]CC(=O)O,3.79
CC(=O)c1ccc(CC(=O)O)s1,3.8
CCSC(C)C(=O)O,3.8
C[N+](C)(C)CC(O)CC(=O)O,3.8
O=C(O)CSCCc1ccccc1,3.8
O=C(O)c1csc(Cl)c1,3.8
CCOCCn1c(CN2CC[NH+](CCCCn3cc(C(=O)O)cn3)CC2)[nH+]c2ccccc21,3.8
O=C(O)c1cccc(Cl)c1,3.81
O=C(O)c1cccc(Br)c1,3.81
CCCCSCC(=O)O,3.81
Brc1cccc(-c2nn[nH]n2)c1,3.82
CCCSC(C)C(=O)O,3.82
COc1cc2ccccc2cc1C(=O)O,3.82
Cc1c(Cn2cc[nH+]c2)sc2ccc(C(=O)O)cc12,3.82
O=C(O)c1ccc(F)c(F)c1,3.83
Brc1ccccc1-c1nnn[nH]1,3.83
Brc1ccccc1-c1nn[nH]n1,3.83
CC(C)C12CCC(=O)C=C1c1c(cc(OCC(=O)O)c(Cl)c1Cl)C2,3.83
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(S(C)(=O)=O)c2n1CC(=O)O,3.83
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)cc(F)c2n1CC(=O)O,3.83
O=C(O)CO,3.83
[NH3+]CCC=CC(=O)O,3.83
Cc1c(O)cccc1C(=O)O,3.83
O=Cc1cccc(C(=O)O)c1,3.84
CC(=O)c1cccc(C(=O)O)c1,3.84
COc1c(C)cccc1C(=O)O,3.84
COc1ccc(C)c(C(=O)O)c1,3.84
O=C(O)c1ccn[nH]1,3.84
O=C(O)c1cc[nH]n1,3.84
O=C(O)C1CCCCO1,3.84
O=[N+]([O-])c1cc(-c2ccccc2)c(O)c([N+](=O)[O-])c1,3.85
O=C(O)Cc1ccc([N+](=O)[O-])cc1,3.85
COCc1ccccc1C(=O)O,3.85
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(F)c2n1CC(=O)O,3.85
O=C(O)Cc1cccs1,3.85
Sc1nnco1,3.85
N#Cc1cc(Br)c(O)c(Br)c1,3.86
O=C(O)c1cccc(F)c1,3.86
CC(O)C(=O)O,3.86
CCC(C(=O)O)C(=O)N1CCCCC1,3.86
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(F)c2n1CC(=O)O,3.86
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)cc(Cl)c2n1CC(=O)O,3.86
N#CC1CCCCC1C(=O)O,3.86
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)cc(Cl)c2n1CC(=O)O,3.88
Ic1ccc(-c2nnn[nH]2)cc1,3.88
Ic1ccc(-c2nn[nH]n2)cc1,3.88
O=C(O)C1(O)CCC1,3.88
O=C(O)/C=C\c1ccccc1,3.88
O=C(O)c1ccc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2)cc1,3.88
CCCC(O)C(=O)O,3.89
CSc1ccccc1C(=O)O,3.89
O=C(O)Cc1ccc(Cl)s1,3.89
CC(C)C(OC1OC(C(=O)O)C(O)C(O)C1O)C(C)C,3.89
N#Cc1cccc(Nc2ccccc2C(=O)O)c1,3.9
O=C(O)c1ccc(-c2ccccc2)cc1,3.9
O=C(O)c1ccccc1Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.9
O=C(O)c1ccccc1Nc1cc(F)cc(C(F)(F)F)c1,3.9
CC1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,3.9
CCC1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,3.9
CCCCC1(C2CCCC2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O,3.9
COc1ccc(O)c(C(=O)O)c1,3.9
Cc1nc(C(=O)O)cs1,3.9
On1nnc2c(Cl)cccc21,3.9
O=C(O)COc1cc2c(c(Cl)c1Cl)C(=O)C(C1CCCC1)C2,3.9
O=C(O)c1cccc(C=C[N+](=O)[O-])c1,3.9
Nc1ccc(C(=O)O)c(Cl)c1,3.905
COc1cccc(-c2nnn[nH]2)c1,3.91
COc1cccc(-c2nn[nH]n2)c1,3.91
N#CC(CC(=O)O)Cc1ccccc1,3.91
N#CCCC(C(=O)O)c1ccccc1,3.92
CC[NH2+]CCCC(=O)O,3.92
Cc1ccc(O)cc1C(=O)O,3.92
O=C(O)CC1NC(=O)CNC1=O,3.93
C[NH+]1C2CC=C(C(=O)O)C1CC2,3.93
O=C(O)c1ccoc1,3.94
O=C(O)c1ccc(C=C[N+](=O)[O-])cc1,3.94
CC(C#N)CC(=O)O,3.95
CC(C)=C(C(N)=O)C(=O)O,3.95
COc1ccc(Cl)c(Nc2ccccc2CC(=O)O)c1Cl,3.95
O=C(O)c1ccc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)cc2Cl)cc1,3.95
CC(C)(C(=O)O)C(C#N)c1ccccc1,3.95
CCN(CC)C(=S)S,3.95
O=C1C=C(O)C(Cc2ccc(Br)cc2)C1,3.96
O=C1C=C(O)CC1Cc1ccc(Br)cc1,3.96
C=C=CC(=O)O,3.96
O=C(O)C12CCC(C1)C2,3.96
O=C(O)c1cccc(S)c1,3.96
O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,3.97
COc1cc(OC)cc(C(=O)O)c1,3.97
O=C(O)Cc1cccc([N+](=O)[O-])c1,3.97
CC(C#N)C(C)(C)C(=O)O,3.97
O=C(O)c1ccc(Cl)cc1,3.98
COc1cccc(C(=O)O)c1OC,3.98
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cccc(Br)c2n1CC(=O)O,3.98
N#CCCC(=O)O,3.98
O=C(O)c1ccc(-c2ccc(OC3OC(CO)C(O)C(O)C3O)c(Cl)c2)cc1,3.98
CNC(=O)/C=C\C(=O)O,3.98
CNC(=O)C=CC(=O)O,3.98
O=C1Cc2c1ccc(O)c2[N+](=O)[O-],3.98
O=C(O)c1ccccc1Nc1ccccc1,3.99
Cc1ccc(C)c(C(=O)O)c1,3.99
O=C(O)CCCl,3.99
O=C(O)CCBr,3.99
[NH3+]CCc1nnn[nH]1,3.99
Cc1cc(C(=O)O)n[nH]1,3.99
O=C(O)c1ccc(Br)cc1,4
O=C(O)c1ccc(I)cc1,4
O=C(O)CCOc1cccc2ccccc12,4
COc1cc(Nc2ccccc2C(=O)O)cc(OC)c1,4
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(S(C)(=O)=O)ccc2n1CC(=O)O,4
Cc1ccc(-c2cccc(C(=O)O)c2)cc1,4
N#Cc1cccc(-c2cccc(-c3nnn[nH]3)c2)c1,4
N#Cc1cccc(-c2cccc(-c3nn[nH]n3)c2)c1,4
O=c1cc(C(F)(F)F)c2cc(F)c(O)c(F)c2o1,4
Cc1cc(C)c(C(C(=O)O)c2ccccc2)c(C)c1,4
O=C(O)CCc1c[nH]c[nH+]1,4
O=C1C=C(O)C(Cc2ccccc2)C1,4.01
O=C1C=C(O)CC1Cc1ccccc1,4.01
CCCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.01
Oc1cc(-c2ccccc2)no1,4.01
C[N+](C)(C)CCCC(=O)O,4.02
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(F)ccc2n1CC(=O)O,4.02
O=C(O)Cc1cc(F)ccc1Nc1c(Cl)cccc1Cl,4.02
COc1ccc(/C=C\C(=O)O)cc1,4.03
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Br)ccc2n1CC(=O)O,4.03
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2cc(Cl)ccc2n1CC(=O)O,4.03
Cc1cc(C(=O)O)ccc1Br,4.03
C[NH2+]CCCC(=O)O,4.03
O=C(O)c1cc(O)cc(O)c1,4.04
O=C(O)Cc1ccccc1I,4.04
CC(C)(C#N)CC(=O)O,4.04
O=C(O)C1(O)CCCCCC1,4.04
O=C(O)C=Cc1ccc([N+](=O)[O-])cc1,4.05
[NH3+]CC#CC#CCCC(=O)O,4.05
Cc1ccc(C(=O)O)cc1Cl,4.06
NC(=O)Cc1ccc(C(=O)O)cc1,4.06
[NH3+]CCCC(=O)O,4.06
CC(=O)Nc1cccc(C(=O)O)c1,4.07
Cc1cc(C(=O)O)ccc1Cl,4.07
O=C(O)Cc1ccccc1Cl,4.07
COc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,4.07
Cc1cccc(C)c1Nc1ccccc1CC(=O)O,4.07
O=C(O)CP,4.07
O=C(O)Cc1ccoc1,4.07
O=C(O)Cc1ccsc1,4.07
Cc1c(Cn2cc[nH+]c2)n(C)c2ccc(C(=O)O)cc12,4.08
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,4.09
O=C(O)CCI,4.09
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,4.09
Cc1ccccc1-c1nnn[nH]1,4.09
Cc1ccccc1-c1nn[nH]n1,4.09
O=C(O)Cc1ccccc1Nc1c(F)cccc1F,4.09
O=C(O)C1CC1Br,4.09
Cc1ccc(-c2cccc(-c3nnn[nH]3)c2)cc1,4.1
Cc1ccc(-c2cccc(-c3nn[nH]n3)c2)cc1,4.1
O=C(O)Cc1ccccc1Nc1cc(Cl)ccc1Cl,4.1
O=C(O)Cc1ccccc1Nc1ccccc1,4.1
CCOC(=O)c1c[nH+]c2cc([N+](=O)[O-])ccc2c1O,4.1
CCC([N+](=O)[O-])=[N+]([O-])O,4.1
O=C(Nc1ccc(Cl)cc1[N+](=O)[O-])c1cc(Cl)cc(Cl)c1O,4.11
O=C(O)CCSCCC(=O)O,4.11
C[N+]1(CCCC(=O)O)CCCCC1,4.11
O=C(O)C1(O)CCCC1,4.11
O=C(O)C1CC1Cl,4.12
[NH3+]CCCC#CC#CCCC(=O)O,4.12
[NH3+]CCC#CC#CCCC(=O)O,4.12
C[n+]1cccc2cc(S)ccc21,4.12
COc1cc(C(=O)O)ccc1C,4.13
CC(=O)c1ccccc1C(=O)O,4.13
O=C(O)Cc1cccc(F)c1,4.13
CC(C)C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.13
Fc1ccc(CN(Cc2nnn[nH]2)c2ccccc2)c(F)c1,4.13
Fc1ccc(CN(Cc2nn[nH]n2)c2ccccc2)c(F)c1,4.13
Nc1ccc(C(=O)O)c(F)c1,4.13
CC([NH3+])CCC(=O)O,4.13
O=C(O)c1ccc(F)cc1,4.14
O=C(O)Cc1cccc(Cl)c1,4.14
O=C(O)/C=C/CCl,4.14
O=C(O)C=CCCl,4.14
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4.15
CC(C)Oc1cccc(C(=O)O)c1,4.15
CC(P)C(=O)O,4.15
Cc1cccc(-c2nnn[nH]2)c1,4.15
Cc1cccc(-c2nn[nH]n2)c1,4.15
On1nnc2ccc(Cl)cc21,4.15
Cc1c(-c2ccc(=O)n(Cc3ccccc3)n2)c2ccccc2n1CC(=O)O,4.15
O=C(O)Cc1cccc(I)c1,4.16
Cc1ccc2c(c1)c(-c1ccc(=O)n(Cc3ccccc3)n1)c(C)n2CC(=O)O,4.16
CCC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.16
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,4.16
CC=CC(=O)O,4.17
Cc1cccc(C(O)C(C(=O)O)c2ccc(-c3ccccc3)cc2)c1,4.17
[NH3+]CCCCCC#CC#CCCC(=O)O,4.17
O=C(O)Cc1ccc(I)cc1,4.18
COCc1ccc(C(=O)O)cc1,4.18
Cc1ccc(C(O)C(C(=O)O)c2ccc(C3CCCCC3)cc2)cc1,4.18
O=C(O)c1ccc(CO)cc1,4.18
O=C(O)c1ccc2cc3ccccc3cc2c1,4.18
O=C(O)c1coc2ccccc12,4.18
O=C(O)Cc1ccc(Br)cc1,4.19
O=C(O)Cc1ccc(Cl)cc1,4.19
CCc1cc(C(=O)O)cs1,4.19
Cc1ccccc1C(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.19
O=C(O)c1ccccc1,4.19
O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)C1CCCCC1,4.19
CC(C)(C)c1cccc(C(=O)O)c1,4.2
Cc1cccc(Nc2ccccc2C(=O)O)c1C,4.2
NC(=O)CNc1ccccc1C(=O)O,4.2
C#CCCC(=O)O,4.2
COCC(C)NC(=O)c1nc(N2CCC(NC(=O)c3[nH]c(C)c(Cl)c3Cl)C(OC)C2)sc1C(=O)O,4.2
COc1cc(C)c(C(=O)O)cc1-c1ccc(C#CCO)s1,4.2
COc1cc(Cl)c(Nc2ccccc2CC(=O)O)c(Cl)c1,4.2
COc1ccc(C(=O)O)cc1-c1ccc(C#CCO)s1,4.2
CS(=O)(=O)NC(=O)Nc1ccc(C(F)(F)F)cc1,4.2
Cc1cc(=O)oc2c(F)c(O)c(F)c(F)c12,4.2
Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,4.2
Cc1cccc2oc(=O)cc(O)c12,4.2
N#CC(=Nc1ccc(C(=O)O)cc1)C(C#N)C#N,4.2
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Br,4.2
O=C(O)Cc1ccccc1Nc1cccc(Cl)c1Cl,4.2
N#CC(C#N)=C(C#N)Nc1ccc(C(=O)O)cc1,4.2
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,4.2
O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2ccccc21,4.2
CC#CC=CC(=O)O,4.2
O=[N+]([O-])c1n[nH]c(Oc2ccccc2)n1,4.2
O=C(O)c1cc(O)c(O)c(O)c1,4.21
O=C(O)CCC(=O)O,4.21
[NH3+]CCCCCCC#CC#CCCC(=O)O,4.21
Cc1ccc(S(=O)(=O)NC(=O)OCc2ccccc2)cc1,4.21
Cc1ccc(C(=O)O)c(C)c1,4.22
O=C(O)C12CC3CC(CC(F)(C3)C1)C2,4.22
Fc1ccccc1CN(Cc1nnn[nH]1)c1ccccc1,4.22
Fc1ccccc1CN(Cc1nn[nH]n1)c1ccccc1,4.22
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,4.22
CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1O,4.22
Cc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,4.23
COc1ccc(-c2nn[nH]n2)cc1,4.23
CSc1ccc(C(=O)O)cc1,4.23
Cc1ccc(N(Cc2nnn[nH]2)Cc2ccc(F)cc2F)cc1,4.23
Cc1ccc(N(Cc2nn[nH]n2)Cc2ccc(F)cc2F)cc1,4.23
NC(=O)C(CC(=O)O)c1ccccc1,4.23
O=C(O)C(CO)c1ccccc1,4.23
O=C(O)CCP,4.23
O=C(O)Cc1cccc2ccccc12,4.23
OCC[NH+](CCc1nnn[nH]1)CCc1nnn[nH]1,4.23
O=C(O)Cc1ccc(F)cc1,4.24
CCCOc1ccccc1C(=O)O,4.24
Cc1cc(C(=O)O)cs1,4.24
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1I,4.24
O=C(O)C(c1ccc(C2CCCCC2)cc1)C(O)c1ccccc1,4.24
C[Si](C)(C)c1cccc(C(=O)O)c1,4.24
CC(C)(C)P(=O)(O)C(C)(C)C,4.24
O=C(O)c1csc2ccccc12,4.24
O=C(O)Cc1ccc(O)c(O)c1,4.25
O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)c1ccccc1,4.25
O=C(O)Cc1ccc2ccccc2c1,4.25
O=C(O)C1CCCOC1,4.25
CCC(C(=O)O)C1(O)CC2CCC1C2,4.26
C=CC(=O)O,4.26
[NH3+]CCCCC(=O)O,4.26
O=C(O)CCCc1c[nH]c[nH+]1,4.26
COc1ccccc1/C=C\C(=O)O,4.27
C[Si](C)(C)c1ccc(C(=O)O)cc1,4.27
O=C(O)c1[nH]c[nH+]c1C(=O)[O-],4.27
Nc1ccc(C(=O)O)cc1Br,4.275
CC(=O)Nc1ccc(C(=O)O)cc1,4.28
N#CC(C#N)=C(O)c1ccc(N)cc1,4.28
CC=CCC(=O)O,4.28
Oc1ccc(-c2nnn[nH]2)cc1,4.28
C=CCOc1ccc(CC(=O)O)cc1Cl,4.29
COc1ccc(N(Cc2nnn[nH]2)Cc2ccc(Cl)cc2Cl)cc1,4.29
COc1ccc(N(Cc2nn[nH]n2)Cc2ccc(Cl)cc2Cl)cc1,4.29
O=C(O)C(c1ccc(-c2ccccc2)cc1)C(O)Cc1ccccc1,4.29
CCC1C(=O)COC1=O,4.29
O=C(O)c1cccc(O)c1,4.3
Cc1cc(C)cc(C(=O)O)c1,4.3
Cc1c(Cl)cccc1Nc1ccccc1CC(=O)O,4.3
NC(=O)C(CCC(=O)O)NC=O,4.3
O=C(O)Cc1ccccc1Nc1ccc(Cl)c(Cl)c1,4.3
CC(O)C(C(=O)O)c1ccc(-c2ccccc2)cc1,4.3
CC(=O)N1CCc2noc(O)c2CC1,4.3
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.31
COCC1=C(C(=O)O)CC1,4.31
O=C(O)Cc1ccccc1Nc1cc(Cl)cc(Cl)c1,4.31
O=C(O)Cc1ccccc1,4.31
O=C(O)C=Cc1ccoc1,4.31
O=C(O)CSC(c1ccccc1)(c1ccccc1)c1ccccc1,4.32
Cc1ccc(C(=O)O)cc1O,4.32
C[N+]1(CCCCC(=O)O)CCCCC1,4.33
Cc1c(C(=O)O)[nH]c2ccccc12,4.33
O=C(O)CCc1ccc(Br)cc1,4.33
O=C(c1ccccc1Cl)c1ccc2n1CCC2C(=O)O,4.33
C=CCC(=O)O,4.33
COc1cc(C(=O)O)cc(OC)c1O,4.34
O=C(O)CCCC(=O)O,4.34
Nc1ccc(C(=O)O)cc1C(=O)c1ccccc1,4.34
Nc1ccc(C(=O)O)cc1I,4.34
O=C(O)CCc1cccs1,4.34
Clc1ccccc1CN(Cc1nnn[nH]1)c1ccccc1,4.34
Clc1ccccc1CN(Cc1nn[nH]n1)c1ccccc1,4.34
CC(C)c1ccc(C(=O)O)cc1,4.35
CCc1ccc(C(=O)O)cc1,4.35
COc1ccc(C(=O)O)cc1C,4.35
CCOc1ccccc1/C=C\C(=O)O,4.35
Nc1ccc(C(=O)O)cc1Cl,4.35
Nc1ccc(C(=O)O)cc1F,4.35
O=C1C(=O)c2ccccc2C(O)=C1c1ccccc1,4.35
O=C1C(O)=C(c2ccccc2)C(=O)c2ccccc21,4.35
O=C1C=C(O)CC1,4.35
CCOC(=O)C1(CCC(=O)O)CCC(=O)NC1=O,4.35
COc1ccc(C(=O)O)cc1OC,4.36
COc1ccc(C(=O)O)c(OC)c1,4.36
CC(C)(C)OOCCC(=O)O,4.36
O=C(O)CCc1ccco1,4.36
Oc1ccccc1-c1nnn[nH]1,4.36
c1ccc(-c2nnn[nH]2)cc1,4.363333
c1ccc(-c2nn[nH]n2)cc1,4.363333
Cc1ccc(C(=O)O)cc1,4.37
Cc1ccc(CC(=O)O)cc1,4.37
CCc1ccc(CC(=O)O)cc1,4.37
[NH3+]CCCCCC(=O)O,4.37
CC(=O)Oc1ccc(C(=O)O)cc1,4.38
CC(C)CCOc1ccccc1/C=C\C(=O)O,4.38
COc1cc(C)ccc1C(=O)O,4.38
