total_enthalpy,free_energy,homo,lumo,gap
-23.23735863,-22.84464229,-0.37042154,-0.240079118,0.134022319
-29.84843888,-29.25983767,-0.375110451,-0.276905248,0.105410178
-32.89439067,-32.4053603,-0.374419672,-0.276254291,0.106370457
-44.79281532,-45.00542853,-0.380270057,-0.272234423,0.096142926
-49.64193676,-50.3260283,-0.365324683,-0.270028473,0.097982938
-41.27159955,-40.60911451,-0.400744088,-0.301791148,0.10039281
-27.67918632,-27.88877131,-0.372141903,-0.275846886,0.088687707
-32.49137421,-32.24920293,-0.373928499,-0.272194416,0.098833339
-33.71267016,-33.07907991,-0.377358912,-0.251116348,0.118009137
-29.38838813,-29.1977895,-0.359748537,-0.24270417,0.117193953
-26.56824008,-27.24008451,-0.356527018,-0.262136141,0.102855214
-23.83076698,-24.50561755,-0.375964172,-0.279025996,0.091711116
-62.98445127,-63.23074647,-0.373283923,-0.26607144,0.105001083
-36.61322885,-36.37553291,-0.369978338,-0.316658216,0.0612113
-42.41043354,-42.35297876,-0.377649828,-0.252154086,0.119506694
-16.69938175,-16.9731173,-0.376433791,-0.210598749,0.168210526
-39.33118264,-39.27255178,-0.376201003,-0.251518214,0.119786625
-26.68732088,-26.99586297,-0.399416592,-0.263611535,0.134413142
-24.2740041,-23.72931645,-0.369253545,-0.264914518,0.108319591
-27.66995246,-27.90132995,-0.375094619,-0.285143789,0.089871609
-12.71745128,-13.88102461,-0.397162458,-0.232935796,0.162441454
-24.82930261,-24.1677784,-0.370004228,-0.281977771,0.106972783
-26.48331613,-26.8446292,-0.362290893,-0.319029193,0.0472822
-35.57796884,-35.22585592,-0.376672819,-0.267265156,0.103197873
-29.73129618,-29.80781717,-0.35905827,-0.289578372,0.072132362
-24.24318617,-23.60668721,-0.353746384,-0.275665552,0.084653351
-17.09696765,-17.11853646,-0.372297335,-0.227571503,0.148496262
-11.13401582,-13.24199299,-0.388375865,-0.27528313,0.113201982
-30.41459466,-30.25413692,-0.355979456,-0.234188403,0.119813623
-36.6736865,-36.58777405,-0.391107298,-0.290054191,0.098457695
-11.99259273,-13.40113833,-0.380530538,-0.216548006,0.16336884
-23.75432085,-24.25498227,-0.423195042,-0.326120685,0.100386191
-36.54884124,-36.03935673,-0.359719781,-0.254532763,0.102548526
-59.05845458,-58.64137012,-0.321108467,-0.276959695,0.048282955
-27.8823314,-27.66038826,-0.369971367,-0.235752361,0.131528984
-36.51016723,-36.12804305,-0.36806156,-0.309062937,0.070383524
-36.38003725,-36.03874992,-0.376950594,-0.250802101,0.120000431
-55.81140329,-55.52487832,-0.320837437,-0.276766682,0.047044585
-67.00320014,-67.12825078,-0.374529116,-0.275085296,0.099970149
-39.0742501,-38.63610486,-0.328734834,-0.163032697,0.14841823
-39.6781473,-40.19323508,-0.347834661,-0.307436824,0.042225667
-69.01139301,-69.71649878,-0.345196787,-0.256783362,0.088963234
-32.19982427,-32.42726689,-0.369590502,-0.274765942,0.099029212
-27.84334268,-27.95644974,-0.371746281,-0.270461953,0.097277947
-37.15052783,-36.96252103,-0.396675675,-0.306448378,0.083972144
-44.78307294,-45.39074666,-0.367881872,-0.268731316,0.101542648
-55.74507757,-55.48117653,-0.320391632,-0.277716852,0.046801616
-30.12553931,-30.08434554,-0.393798667,-0.319456673,0.085376876
-39.89262938,-39.20491943,-0.357063879,-0.247706269,0.103067393
-37.17809127,-37.16035622,-0.390946493,-0.300024506,0.085634525
-31.88761902,-32.06199074,-0.374833742,-0.274471282,0.090264659
-29.69545834,-29.94946489,-0.349241905,-0.285470339,0.070193163
-39.34561679,-39.63023129,-0.383849555,-0.314555898,0.072310605
-92.02695346,-92.90940327,-0.384314876,-0.284207921,0.094081718
-85.30030596,-86.03739381,-0.391964288,-0.29035538,0.096471713
-23.96380221,-23.54770381,-0.368595876,-0.231075152,0.137956633
-48.01383832,-48.52013892,-0.402986072,-0.31721117,0.087565136
-27.77717431,-27.29319184,-0.351827098,-0.263749664,0.085133349
-49.57373433,-50.1567746,-0.360324816,-0.263384256,0.109077044
-39.05438923,-39.50294728,-0.371336415,-0.289946646,0.0815437
-39.6077381,-40.09304626,-0.38381068,-0.249963147,0.129041663
-29.54831134,-29.7948591,-0.385284849,-0.29980726,0.090956175
-56.12272776,-56.40687752,-0.373056699,-0.292394103,0.080025287
-54.82164099,-55.06054248,-0.336867875,-0.249403962,0.094406829
-35.72050658,-35.74880262,-0.38228374,-0.268162413,0.108826042
-29.48816839,-29.75361912,-0.33708932,-0.283468971,0.064177556
-24.26345386,-23.88915309,-0.360523224,-0.258907307,0.098461146
-71.56832021,-71.72795201,-0.354964873,-0.252250635,0.094120963
-36.44668535,-36.36472172,-0.391603308,-0.304482327,0.082499765
-30.256836,-30.36939996,-0.355715214,-0.297645172,0.063887152
-26.59555789,-26.06020147,-0.386627288,-0.301117002,0.085667639
-26.80099032,-27.53389541,-0.392136546,-0.30743619,0.089153133
-27.56216644,-28.07074496,-0.370716831,-0.27921388,0.102585614
-41.27418626,-40.89082379,-0.366088265,-0.261269305,0.105526886
-30.74405488,-30.45402297,-0.402524739,-0.316504482,0.093323515
-56.35556052,-56.33112046,-0.362210854,-0.287640018,0.059306099
-39.32473121,-39.66822984,-0.37876799,-0.315417243,0.061667474
-34.11017163,-34.09596936,-0.35392819,-0.223054565,0.137818233
-34.08019802,-34.01308228,-0.369318257,-0.234157164,0.131174624
-73.17077534,-73.20848647,-0.378351861,-0.281773414,0.104000548
-28.58342598,-29.59162408,-0.371963682,-0.24986788,0.117368459
-51.36053746,-51.87550619,-0.364874198,-0.273960295,0.088774495
-39.45022123,-39.6477289,-0.37940255,-0.314774896,0.066747302
-30.56882633,-30.46509916,-0.371056957,-0.209849262,0.160806522
-36.04942567,-36.11806527,-0.376677161,-0.266550185,0.10578624
-31.58719596,-31.53920535,-0.370105117,-0.206962334,0.163694264
-29.62592418,-29.88150993,-0.358979312,-0.283638565,0.078114157
-19.52900546,-12.9097073,-0.388419247,-0.224183913,0.164296826
-39.96436263,-39.77422943,-0.32829189,-0.286143503,0.037831753
-39.43797465,-39.62347189,-0.379932442,-0.313313832,0.075653828
-20.41156893,-19.56891682,-0.360518711,-0.257673649,0.095056889
-23.50370157,-24.03151515,-0.383757143,-0.267241109,0.12059733
-20.63666267,-20.0567838,-0.383493553,-0.273852542,0.109949478
-23.81053,-24.4464114,-0.379321252,-0.288715287,0.092682477
-31.0034897,-31.27684867,-0.370141485,-0.275047138,0.10139254
